,transcipt,speakers,file,batch,start,end,start_rounded,end_rounded,log_mean_pitch,log_stdev_pitch,pitch_rate_of_change_log_variance,pitch_2_percentile,pitch_25_percentile,pitch_50_percentile,pitch_75_percentile,pitch_98_percentile,word_count,duration
1912,"So, you know, I mean, on its face, it seems as though if you delegate -- if -- if you -- if you say the courts should deal with the existence of a delegation, then the court should also deal with the breadth of the -- the delegation. But I think he thinks that the problem is, if you give that question to the court, you force the court to decide what is arbitrable before decide -- before the court decides who gets to decide that issue.",Elena_Kagan,19-963,40,3375.235,3404.61,3375,3405,5.545780003151181,0.2058313821939966,0.001323667740190595,198.27510177438265,225.1422562392905,251.2581146483697,275.58617649730814,415.30469757994507,87,29.375
1913,"Thank you, Chief Justice. And, Mr. Geyser, good afternoon. First, picking up on Justice Sotomayor's questions on the incorporation of the AAA rules, you -- that's not the issue before us, but just to pause on that for a second, you referred to it as an elephant in a mouse hole. But it's really an elephant in an elephant hole. When you look at the AAA rules, Rule 7(a) says, ""the arbitrator shall have the power to rule on his or her own jurisdiction, including the arbitrability of any claim or counterclaim."" That's very broad language, which is probably why every court of appeals to address this said that the AAA rules are an express delegation. But, again, we don't have to decide that here. That's just the premise. But I wanted to just pause on the elephant in -- in a mouse hole point. Here's -- here's the problem I think I have with your argument, and you've made it very cleverly and persuasively, but the problem is that you are suggesting that the way parties divide up arbitration -- namely, some subjects will be subject to arbitration and decided by an arbitrator and some subjects won't -- also applies to the question of who decides arbitrability. So courts will decide whether certain things are arbitrable or not, and arbitrators will decide whether other things are arbitrable. I think that's what you're saying. But that's just not how it works in the real world, nor could it realistically work that way in the real world. I don't think any contract says arbitrability shall be -- of certain subjects shall be decided by the arbitrator and others -- of other subjects by the court. Can you help me on that? Am I wrong?",Brett_M_Kavanaugh,19-963,41,3459.14,3577.27,3459,3577,5.18202511539809,0.11450920578212079,0.001222812191464494,146.8323839587038,163.86452094349724,176.64303400994282,189.3213161937526,235.7901617579845,293,118.13000000000011
1914,"Well, I think it's -- just to interrupt, I think what we're trying to figure out, does the carveout apply to what subjects go to arbitration, or does the carveout also apply to who decides arbitrability? And I think, to the extent there's any ambiguity on that, the alleged absurdity seems quite relevant to deciding that question.",Brett_M_Kavanaugh,19-963,42,3622.09,3644.03,3622,3644,5.27372571961097,0.15461144493302392,0.001127658580031288,151.28466791629728,174.61411571650194,193.74649219115264,211.5880340242822,281.78586308718513,57,21.940000000000055
1915,"So, counsel, I feel a little bit like Justice Sotomayor. You know, this -- this case feels like it's a little bit all over the map because you've offered us several different ways to rule in your favor. And I -- I just want to be sure that I understand your argument. And so the -- you should take as your premise that we're not addressing the question on which we denied cert in your cross-petition on whether incorporating the AAA rules by reference constitutes a delegation. Is it your argument that, first of all, there is no clear and unmistakable delegation here at all, so you win, or, alternatively, that even if there was a general, clear, and unmistakable delegation, that the carveout provision carved out arbitrability as well as subject matter?",Amy_Coney_Barrett,19-963,43,3680.06,3723.75,3680,3724,5.63059209912473,0.13352986701311867,0.0017546134395026633,229.60848694280958,254.17759331190004,269.2917795270241,297.0769881570017,380.8360868427029,133,43.690000000000055
1916,"Okay. So, on the first point -- and you said to be candid, that most of that argument does turn on the AAA rules, the incorporation of them not constituting a delegation. If we don't address that question, and if we just decide this case assuming that it can be, do you lose on the first point?",Amy_Coney_Barrett,19-963,44,3749.09,3765.61,3749,3766,5.662675709173111,0.12813692515807532,0.0014369573512779505,230.40470702053787,263.1411467822288,284.4830849399648,302.26980244077964,396.5502035487653,57,16.519999999999982
1917,"Okay. I -- I didn't mean -- so you're referring to your second way, second route to victory, right? I -- I'm -- I'm just asking on the first point, do you lose on your argument that there was no clear and unmistakable delegation at all if we, declining to get into the question that we denied cert on, assume that incorporating the AAA rules by reference is enough to constitute a clear and unmistakable delegation, do you lose on your first argument if that's how we approach it?",Amy_Coney_Barrett,19-963,45,3786.795,3817.005,3787,3817,5.669208562305936,0.10713300305480015,0.001388281470417125,239.91170118635668,267.74077300753,288.6197829762387,311.12698372208087,373.0432029304637,89,30.210000000000036
1918,"So it's not your position that it's possible to incorporate the AAA rules by reference but still, through the context of the language in the provision, not intend simply by reference -- by incorporating the AAA rules to clearly and unmistakably delegate? You don't have kind of a halfway position --",Amy_Coney_Barrett,19-963,46,3823.76,3843.68,3824,3844,5.651559673290286,0.09517064536921492,0.0018108715360987712,237.87047249180776,264.6655079380657,283.6614678567074,307.5533855193843,349.2282314330038,51,19.919999999999618
1919,"Well, so, if someone who doesn't purchase insurance pursuant to the mandate applies for a job down the road and has to fill out a questionnaire asking whether you've ever violated a law, which -- which box should he check, yes or no?",John_G_Roberts_Jr,19-840,0,160.145,175.87,160,176,5.32464217454444,0.3107110523069092,0.0013818314364649185,155.56349186104043,173.60841241450115,184.9972113558172,219.04966992989532,543.147047951146,43,15.724999999999994
1920,"Well, let's say Congress passes a law saying everybody has to mow their lawn once a week, and they even make a lot of findings about why that's a good thing. You know, it makes the country look neater, you get fresh air if you have to do that, it supports the lawn mower business, and -- but the fine for violating it is zero -- zero dollars. Do they have standing? I mean, the -- the neighbors will see that they're not obeying the law. The objectives of Congress will not be fulfilled. In other words, there will certainly be injury to that person, and I wonder why -- I wonder if, under your theory, that person would not be able to challenge the law.",John_G_Roberts_Jr,19-840,1,195.8,239.825,196,240,5.256504641504259,0.24891969958513405,0.0012557895083796621,142.65235101161107,166.7288223161438,183.93170582347207,199.42369775418427,519.7580103180002,126,44.02499999999998
1921,"Thank you, Mr. Chief Justice. General Mongan, if -- putting the Chief Justice's question in today's terms, I assume that in most places there is no penalty for wearing a face mask or a mask during COVID, but there is some degree of opprobrium if one does not wear it in certain settings. What if someone violates that command? Let's say it's in similar terms to the mandate here but no penalty. Would they have standing to challenge the mandate to wear a mask?",Clarence_Thomas,19-840,2,271.98,314.395,272,314,5.83548331543497,1.0543436618394266,0.002334286062622226,92.09371357561746,110.63722351746388,840.2606114411664,874.9315729594417,1230.213542077537,84,42.414999999999964
1922,"The -- the parties here, the Respondents here, really, they're arguing that -- as we had in the first ACA case, they're arguing that this -- the mandate, in combination with the other provisions, really caused their injuries. The -- what is curious here is we have become accustomed to deciding this at the standing stage, and this looks somewhat like a -- a -- a -- a statutory -- the severability issue looks like a statutory construction matter. So could you explain to me why we would determine severability at the standing stage?",Clarence_Thomas,19-840,3,385.74,429.555,386,430,5.268136991655917,0.8829604746506915,0.0011088476535842803,95.76056196257365,103.97653912237898,114.5388367788287,526.2822935644576,895.3821290503639,94,43.815
1923,"Texas has offered evidence that the Affordable Care Act requires it to calculate Medicaid eligibility using modified adjusted gross income and that this method of calculation has greatly increased the number of persons on Medicaid in Texas, I think by about 100,000 persons. Why can't Texas seek a declaratory judgment that it is not required to calculate eligibility using that method?",Samuel_A_Alito_Jr,19-840,4,560.14,592.14,560,592,4.858031923212794,0.10410087302094448,0.002609644278659771,104.37062926317353,121.34967043801211,127.82501456536235,137.99264505859955,161.14754830927296,61,32.0
1924,"Well, I would ask a related question about what would happen if the IRS attempted to assess penalties on state employers for failing to comply with the reporting requirements in sections 6055 and 6056? In -- in a collection proceeding, could the state argue that it has no obligation to follow that because they can't be severed from the individual mandate?",Samuel_A_Alito_Jr,19-840,5,717.57499995,743.66,718,744,5.016968155989261,0.16407101351531939,0.0008271322915782821,109.99999999999999,137.79308824865404,143.47872767421205,157.37367790144557,249.79466696357744,61,26.085000049999962
1925,"Counsel, if I understand, and please tell me if I understand your point correctly, which is, if they have claims challenging the provisions that Justice Alito asked about, they should have brought that challenge, not a challenge based on the individual mandate, correct?",Sonia_Sotomayor,19-840,6,766.79999995,784.615,767,785,5.574868753969444,0.1417381898318713,0.002038461809735812,197.29299849815496,237.4995380686491,263.1411467822288,288.6197829762387,342.95194018793956,43,17.81500004999998
1926,"Second, counsel, give me your best argument why it would be unreasonable or not legally enforceable for plaintiffs to read the -- the individual mandate as a legal command. You -- you answered Justice Roberts' questions in a hypothetical, but I'm asking, are -- are you accepting that hypothetical or -- or that assumption -- not hypothetical, I -- I used the wrong word -- assumption, or do you have -- what's your best argument that it's not a command?",Sonia_Sotomayor,19-840,7,800.15,837.37,800,837,5.545624322351282,0.17438311463735265,0.0017657115566373283,191.5211239251473,229.0776735576574,254.17759331190004,280.40333801023763,380.35352686255936,80,37.22000000000003
1927,"One last question. If -- I understand your standing argument within the -- involving the states, but are you arguing that the states are not harmed by the cost of more people enrolling in insurance as a legal matter, or is it that as a factual matter, you think they have not yet demonstrated that they were harmed?",Sonia_Sotomayor,19-840,8,930.57,954.71,931,955,5.580724990048772,0.16658088270900645,0.0017751007868561438,188.23090565017245,244.45880573585669,266.19869962824436,293.6647679174075,385.26118901858945,58,24.139999999999986
1928,"General, just going -- continuing on this point of the states' standing, I mean, why wouldn't it be right to say something like, look, you can expect that, as a result of this law, more people will buy insurance, even when there's no enforcement mechanism, just the force of law itself will encourage people to buy insurance, and Texas is now saying, well, that costs us money, it costs us money because of its effect on programs like Medicaid, and it costs us money because we have to send out these forms saying that you bought insurance? I think that those are Texas's two arguments.",Elena_Kagan,19-840,9,987.38,1029.665,987,1030,5.432447951509848,0.2514876599707884,0.0010581890106614467,176.64303400994282,199.42369775418427,211.28204791122093,237.15608026942812,452.89298412313644,105,42.28499999999997
1929,"And how about on the individual plaintiffs' side? This is going back to the Chief Justice's questions. I mean, why isn't -- or why shouldn't the -- the force of law itself -- you know, a person can say, if the law says I need to do something, then I have to do something. And we -- we want citizens to be law-abiding. Why isn't that enough to create standing?",Elena_Kagan,19-840,10,1077.615,1100.69,1078,1101,5.471838496470287,0.18910315225579402,0.0015247416921364842,186.06888929891866,203.20342337345198,230.40855073386064,269.2917795270241,398.73612113600285,70,23.075000000000045
1930,"And then, with respect to the states, again, picking up on Justice Kagan's point, I -- I -- I thought I heard you -- you agree that the theory of standing that -- that there's -- raised costs on enrollment-based injuries or compliance-based injuries could be enough to secure standing; it's just a failure of proof at the summary judgment stage. Is -- is that -- is that a fair summary of your position?",Neil_Gorsuch,19-840,11,1238.355,1262.68,1238,1263,5.096151881362052,0.1260743784062135,0.0006235045623330805,128.7786485757228,145.14587018501834,165.29115670931913,182.4014374459884,204.29781116106977,74,24.325000000000045
1931,"So, if all we need is a substantial risk of a predictable effect of government action on the decisions of individuals, why isn't the Congressional Budget Office report stating that even after the penalty is removed, a small number of people will enroll because of a willingness to comply with the law? And it follows from that that there will be increased costs to the states.",Neil_Gorsuch,19-840,12,1294.815,1319.71,1295,1320,4.822246947108526,0.06859515327082297,0.00045848661751827916,112.87110235876912,116.54094037952247,124.18608452867444,130.0593564629863,146.44336550003158,66,24.894999999999982
1932,"Thank you, Mr. Chief Justice. And good morning, General Mongan. To pick up on individual standing questions of the Chief Justice and Justices Kagan and Gorsuch, suppose Congress passed a law requiring every American who lives in a house to fly an American flag in front of the house. There's no penalty, and the question then is individual standing. Under Lujan, you're the object of the regulation as a homeowner. It's a forced acquisition of an unwanted good or service. Why isn't that enough to give you standing, knowing that some people are going to do that, buy the flags and fly them, simply because Congress requires that?",Brett_M_Kavanaugh,19-840,13,1359.12,1405.205,1359,1405,5.16537202644001,0.08830368391938623,0.0006492868825069085,150.26442824298348,165.76853496220332,173.60841241450115,184.9972113558172,208.9520575092084,108,46.085000000000036
1933,"On -- on the point that you mentioned that allowing standing, individual standing, here might open the door, are you aware of any other examples in the U.S. Code at least where Congress has enacted a true mandate, not something hortatory, but a true mandate with no penalties?",Brett_M_Kavanaugh,19-840,14,1485.62,1504.775,1486,1505,5.251750267579386,0.18489293001401383,0.0006232092806599968,160.30950237978792,174.61411571650194,186.06888929891866,194.86885420251932,479.82340237271336,48,19.1550000000002
1934,"No, I take that point. I was just wondering if you were aware of an example. On the merits of the -- of the claim, under NFIB, obviously, it was justified under the taxing clause, but it now doesn't raise revenue. How do you respond to that point?",Brett_M_Kavanaugh,19-840,15,1511.1,1531.39,1511,1531,5.171955791118895,0.08473162617093173,0.0009738212246214387,147.47883338251893,167.69467255813382,174.61411571650194,186.60783235405344,212.80144068914456,48,20.29000000000019
1935,"What should we make of the fact that Congress didn't repeal the provision? I mean, you said earlier repeal, and then you corrected yourself and said zeroed out. I mean, you're asking us to fun -- treat it as if it functionally has been repealed, but that's not what Congress did. Does that matter?",Amy_Coney_Barrett,19-840,16,1556.405,1571.265,1556,1571,5.696988610513234,0.14953410056184913,0.0018943099788714412,239.91170118635668,273.99891691894106,285.30470202322215,320.24370022528115,455.2325879705548,54,14.860000000000127
1936,"Let me ask you another question that's related to some of the hypotheticals you've heard some far -- so far. You know, the Chief asked you about a mandate to mow the lawn, and, you know, Justice Thomas asked you one about forcing people to wear a mask. What if, in this case, you know, and as I understand it to be the case, you have to certify whether you've complied or not and then the government keeps track of that? So the government keeps track of whether you wore a mask or whether you purchased health insurance. Does that change your view of whether there's an injury?",Amy_Coney_Barrett,19-840,17,1600.845,1629.5,1601,1630,5.634655768282479,0.14294088669595728,0.0010740454473777133,230.40470702053787,252.71363809934766,272.42079928303684,298.79793764201077,434.2948415004797,108,28.654999999999973
1937,"Okay, counsel, let me -- let me just return to the question on the merits. So the states have said these Forms 1095B and C do require as part of taxes for one to certify whether or not one has maintained the minimum coverage necessary. Is that incorrect?",Amy_Coney_Barrett,19-840,18,1691.72,1709.12,1692,1709,5.664890841698078,0.11250160643464388,0.0006814926376699479,236.61208667048274,267.74077300753,282.8445829396339,299.23066735299983,384.59550666810094,48,17.399999999999864
1938,"Mr. Verrilli, eight years ago, those defending the -- the mandate emphasized that it was the key to the whole Act. Everything turned on getting money from people forced to buy insurance to cover all the other shortfalls in the expansion of -- of -- of healthcare. And the briefs here on the other side go over all that. But -- but now the representation is that, oh, no, everything's fine without it. Why -- why the bait and switch? Was -- was Congress wrong when it said that the mandate was the key to the whole thing, that -- that we spent -- spent all that time talking about broccoli for nothing?",John_G_Roberts_Jr,19-840,19,1871.855,1918.1,1872,1918,5.312631713735347,0.23967907632700497,0.0011471581109828658,156.46466200170096,176.64303400994282,195.99771799087463,210.06515286029162,529.0878204651342,113,46.24499999999989
1939,"General Mongan was asked about whether the burden on the state was enough to support standing, and, of course, he had a little bit of a conflict representing a state, but -- but you don't. Do you think that that burden is sufficient? The paperwork burden essentially.",John_G_Roberts_Jr,19-840,20,2002.2,2017.835,2002,2018,5.3234432888225465,0.2708336087013287,0.001615131189985026,157.37105256787842,174.61411571650194,192.63059450929475,213.73702705379327,501.11105415872294,47,15.634999999999991
1940,"Thank you, Mr. Chief Justice. Counsel, the -- Justice Barrett asked whether or not the -- just eliminating the penalty -- the Act wasn't changed, the mandate provisions weren't changed. Just the penalty was eliminated. So was that all that was necessary to eliminate the centrality of this -- and importance of this provision? Because, when you argued the -- when this case came up, as the Chief Justice said, some years ago, this provision was the heart and soul of -- of the Affordable Care Act. And I know the assessment has changed, but the provision hasn't changed, with the exception of the penalty. Could you explain why that penalty provision was so critical to the centrality of this provision?",Clarence_Thomas,19-840,21,2041.3,2095.83,2041,2096,5.458610094529856,0.9421727141306363,0.0043848242784623095,91.49459683547701,103.22817963382575,118.60969219652202,686.4918871216344,921.6188280821516,121,54.52999999999997
1941,"I -- I'm connected, I think. A question about severability. Since, at the time we heard, when this was first passed, that the mandate was absolutely crucial, as you pointed out, because, unless people buy insurance under this mandate, the other provisions, such as no -- you -- you don't have to worry about preexisting conditions, et cetera, won't work. All right. Why isn't that fact --",Stephen_G_Breyer,19-840,22,2245.995,2285.14,2246,2285,5.210817783191168,0.4748352102017909,0.0014805414841063509,123.47082531403102,141.01384901128017,166.7288223161438,184.9972113558172,1052.5645871289155,67,39.14499999999998
1942,"Oh, all right. Well, thank you. Mr. Verrilli, this does seem like deja vu all over again, but let me ask you this question about the theory of standing by severability. Suppose there's a very simple statute. It has two provisions, (a) and (b). I'm hurt by (b); I am not hurt by (a). (a) is unconstitutional. The statute has a clause that says if (a) falls, (b) falls too. Under those circumstances, would I lack standing to challenge (a)?",Samuel_A_Alito_Jr,19-840,23,2300.105,2334.61,2300,2335,5.479883877197814,0.6372977632179434,0.0015343835315214645,125.62905732418486,156.91916239116892,184.9972113558172,285.71789035452264,961.0921908657461,80,34.50500000000011
1943,"What you have said about what Congress thought in 2017 perhaps illustrates the difficulty of trying to identify anything that was thought by the majority of Congress other than what it says in a law. A lot of people, a lot of members, in 2017 may well have thought that eliminating the penalty or the tax would not cause any harm and the whole Act could continue to function well without it, but others who voted for it may have done so precisely because they wanted the whole thing to fall. So I don't know what we can make of what was done in 2017 along the lines that you've said.",Samuel_A_Alito_Jr,19-840,24,2414.445,2459.735,2414,2460,5.288082094138368,0.6107736205815562,0.0013966403004271113,131.5705733911144,145.14587018501834,160.1218501126406,174.8669980369922,1006.906929760284,111,45.289999999999964
1944,"Counsel, am I assuming your answer to be that, given a choice between or among -- because there could have been many choices -- between invalidating and -- the entire ACA and just zeroing out the tax, that the 2017 Congress's choice was just zero out the tax, correct?",Sonia_Sotomayor,19-840,25,2523.09,2550.745,2523,2551,5.599316598391811,0.13159332312012353,0.0018438826290843712,202.90956258890662,248.37216905734888,273.99891691894106,293.6647679174075,355.86782285324705,49,27.654999999999745
1945,"And so, if a choice is yet again after NFIB declaring the individual mandate unconstitutional if one sees it as a command, the 2017 Congress has already told us that it doesn't want the rest of the Act to fall, correct?",Sonia_Sotomayor,19-840,26,2567.915,2586.245,2568,2586,5.51089794554999,0.1330035617677187,0.0027390829491194045,192.64352338424374,227.10238765333565,248.37216905734888,269.2917795270241,331.934408006439,41,18.329999999999927
1946,"Counsel, there's an intuitive feeling that if the individual mandate is struck down with respect to standing in the states, that they would have less reporting cost because -- or -- or less enrollees in their Medicaid and CHIPs program. That's their argument about standing, correct? That --",Sonia_Sotomayor,19-840,27,2605.99,2630.83999995,2606,2631,5.552013351378862,0.16213717712313483,0.001886175363497493,188.5144123915033,233.08188075904494,255.6500291307247,282.02769802256034,371.02644319060516,48,24.849999950000438
1947,-- would you address that argument? Your co-counsel for the -- for the State seems to say there's no evidence that that's true or false. But I thought many of the briefs showed that that -- that it -- it was a faulty premise for other reasons. Do you agree with that?,Sonia_Sotomayor,19-840,28,2637.48,2657.39,2637,2657,5.5346813704902535,0.20123541217394433,0.00218294536997206,188.23090565017245,219.3664466199302,245.51937137864914,273.99891691894106,439.79726291837767,52,19.909999999999854
1948,"Mr. Verrilli, I -- I understand your view that the appearance of how this law works have changed since 2010 or 2012, but we're -- we still have some relics of the old view, which is that the individual mandate was the key to everything, some relics of that in the law. And I'm pointing specifically at what the plaintiffs in this case sometimes call the inseverability provision, which is a finding, basically, that the mandate was essential to creating effective health insurance markets. And I guess I'm wondering, what do we do about that, the fact that that finding still exists in the law? Does that constrain us in any way?",Elena_Kagan,19-840,29,2708.345,2752.87,2708,2753,5.569895389082009,0.2017215329063841,0.0016387305362501863,190.5724746918829,227.75828324510303,254.17759331190004,293.6647679174075,487.1803585860947,112,44.52500000000009
1949,"Good morning, Mr. Verrilli. I'd like if we could just for a moment put aside standing and put aside your remedial arguments and just focus on the merits. This Court held that the mandate was a permissible exercise of the taxing authority because it produced revenue, at least some. That seems to have withered away, and we're left with the Commerce Clause and the Necessary and Proper Clause, which the Court foreclosed last time around. Can you help me with that?",Neil_Gorsuch,19-840,30,2877.74,2912.205,2878,2912,4.89439654130621,0.11293940479352375,0.0008127777651791116,116.54094037952247,122.75968568932456,130.0593564629863,138.59131548843604,173.60841241450115,81,34.465000000000146
1950,"-- let's -- let's just put that aside for the moment, okay, and -- and if -- if we're focusing on the merits and assume the mandate is still something, it's on the books, what are the merits of that under the Commerce Clause? Why aren't you clearly foreclosed by NFIB?",Neil_Gorsuch,19-840,31,2971.81,2989.105,2972,2989,4.8488138624322445,0.02823718237415615,0.00011378088073782353,120.24584899523352,125.62905732418486,128.565497341737,130.0593564629863,133.50028889273645,51,17.295000000000073
1951,"Good morning, Mr. Verrilli. Assume standing for purposes of these questions, and, on the merits, the mandate as currently structured seems difficult to justify under the taxing clause for the simple reason that it does not raise revenue among others, so it's hard to call it a tax now. And as I think you were just indicating, you can't justify it under the Commerce Clause because five justices in NFIB said you -- you couldn't. Can you explain your necessary and proper argument just so I have that? You were -- you were on that.",Brett_M_Kavanaugh,19-840,32,3027.315,3064.085,3027,3064,5.314035958640147,0.5188779392699799,0.000627769554467013,85.2048612701033,173.35843469519716,188.23090565017245,214.97519305553408,2012.6266384606788,95,36.76999999999998
1952,"I'm sorry to interrupt, Mr. Verrilli, but let's assume -- just for the sake of argument, assume I don't agree with that and then we get to severability. I tend to agree with you this is a very straightforward case for severability under our precedents, meaning that we would excise the mandate and leave the rest of the Act in place, reading our severability precedents. One of my questions is, do you think that would have been the right result under the 2010 Act, or did that change in 2017, or -- or how would you assess that?",Brett_M_Kavanaugh,19-840,33,3109.04,3141.89,3109,3142,5.209862535449337,0.11748712184976862,0.0009870551579343845,154.66751207845843,166.7288223161438,178.6955271983718,200.5789474828077,239.91170118635668,98,32.84999999999991
1953,"Mr. Verrilli, if the Court construes a statute in a particular way in order to avoid a constitutional question, wouldn't Congress be free to come back and say: No, no, no, that is what we meant, and in this case, for example, we did want to rely on the commerce power? In other words, why would a -- a -- an avoidance construction of a statute lock Congress in?",Amy_Coney_Barrett,19-840,34,3188.04500005,3212.73,3188,3213,5.69860991892828,0.1516889710154314,0.0009116127178297665,252.71363809934766,269.2917795270241,286.9574553484241,313.38251928649066,439.19404306036654,69,24.68499995000002
1954,"But why can't we say that when Congress zeroed out the tax, it was no longer a tax because it generated no revenue, and, therefore, it could no longer be justified as a taxing power, so Congress was presenting it as a mandate which would have to be justified by the Commerce Clause?",Amy_Coney_Barrett,19-840,35,3278.1,3293.04,3278,3293,5.583151746943576,0.11335598621119976,0.0013484690184279594,219.99999999999997,246.94165062806206,260.1187129259726,280.40333801023763,359.461399713042,53,14.940000000000055
1955,"General Hawkins, on the severance question, I think it's hard for you to argue that Congress intended the entire Act to fall if the mandate were struck down when the same Congress that lowered the penalty to zero did not even try to repeal the rest of the Act. I think, frankly, that they wanted the Court to do that. But that's not our job.",John_G_Roberts_Jr,19-840,36,3516.46,3542.95,3516,3543,5.313441415093261,0.2654800817723515,0.0009350664984119977,152.89100418265707,170.6259238017108,186.06888929891866,219.99999999999997,541.266744277283,65,26.48999999999978
1956,"Well, but I mean -- I -- I certainly agree with you about our job in interpreting the statute, but, under the severability question, where -- we ask ourselves whether Congress would want the rest of the law to survive if an unconstitutional provision were severed. And, here, Congress left the rest of the law intact when it lowered the penalty to zero. That seems to be compelling evidence on the question.",John_G_Roberts_Jr,19-840,37,3563.19,3589.88,3563,3590,5.2299521416564545,0.18065948580260968,0.0014736211387685113,143.63132793927974,162.92073075152206,176.64303400994282,204.08500572708806,270.29017402869283,72,26.690000000000055
1957,"General, you talk about the findings in the legislation and -- and treat them as if they were an inseverability clause. But it doesn't look like any severability clause anywhere else in the rest of the U.S. Code to me.",John_G_Roberts_Jr,19-840,38,3648.685,3665.445,3649,3665,5.162134161049969,0.1884440778398399,0.0012964025032452737,136.21039964151845,155.56349186104043,162.92073075152206,181.03366940513703,274.7049609214683,40,16.76000000000022
1958,"Thank you, Mr. Chief Justice. General Hawkins, I think we're shadowboxing a bit here. The -- the individual mandate now has no enforcement mechanism, so it's really hard to determine exactly what the threat is of -- of an action against you. Could you comment on that a bit and -- and just give us an understanding of what your injury is?",Clarence_Thomas,19-840,39,3694.23,3726.175,3694,3726,6.761556469354851,0.08147710638950516,0.0011934548598392415,623.2100663066598,850.0239694538641,877.4657864797208,911.033132980412,921.6188280821516,62,31.945000000000164
1959,"No, that's fine. The -- I'd like to move to, at what stage would you determine inseverability? The -- you know, there's a lot of talk that we should consider this at the standing stage, but, when I look at inseverability, I think of it as a statutory construction and something more suitable for the merits stage. But I'd like your comment on that.",Clarence_Thomas,19-840,40,3826.93,3852.42,3827,3852,6.296117335918262,0.9349863701450762,0.0006835616849823757,95.20902171067573,788.5851039134072,864.8821267198209,887.6614478027013,1203.7915749552012,64,25.490000000000236
1960,"Turning to the merits, are -- is your point -- what do you say about many, many statutes, I suspect, that do have or could have statements do this, don't do that, or do this, and they aren't -- they do not have any enforcement, they do not have any effect. World War I, defense statutes; buy war bonds. An environmental statute; plant a tree. A one of a thousand statutes commemorating something, beautiful cities day, clean up the yard. I mean, I can recall or I believe just dozens and dozens of statutes where Congress says something where normally we would say it's precatory. Now are all those statutes suddenly open to challenge? I mean, are none of them? If so, you lose. And if it's in between, which ones are and which ones aren't?",Stephen_G_Breyer,19-840,41,3882.12,3946.52000005,3882,3947,5.349321702071581,0.23319157740101143,0.0022347180905832455,136.9365155398093,174.61411571650194,205.2672581380976,252.71363809934766,333.6126282800885,136,64.40000005000002
1961,"We're talking on the merits, on the merits. If you have a merits claim, can you suddenly say, this is no good because people will do it? They'll buy war bonds. They will plant a tree. At least one of them will clean up the front yard, okay? And, thereby, I don't know, you see the point. It's a merits point.",Stephen_G_Breyer,19-840,42,3952.95,3977.32000005,3953,3977,5.203740604771037,0.12991939221991206,0.001064133359764283,144.00167457348994,161.0494265540188,186.06888929891866,204.08500572708806,219.74657864797206,61,24.37000005000027
1962,"I'm sorry, you're missing the point. You're missing the point. On each of them, there is some constitutional argument that if there were a penalty attached, it would be unconstitutional. They take the penalty out from all my examples. Now no penalty. And do you say that they are nonetheless unconstitutional for whatever reason? If so, I think there will be an awful lot of language in an awful lot of statutes that will suddenly be the subject of Court constitutional challenge.",Stephen_G_Breyer,19-840,43,3992.73,4027.69,3993,4028,5.284672680470388,0.2854991106511022,0.0015066433787255854,126.08026959398802,163.86452094349724,184.46445858964464,216.84861162211138,477.05982293262406,82,34.960000000000036
1963,"General Hawkins, can I ask you, I hope, two quick questions about your theories of standing. First of all, as to increased Medicaid costs because you are required to calculate eligibility based on modified adjusted income, what would happen if you didn't do that?",Samuel_A_Alito_Jr,19-840,44,4072.225,4095.67500005,4072,4096,5.20590018495071,0.5636910948800299,0.0019940028312677434,110.1430463850161,130.0593564629863,150.2669350206976,204.08500572708806,970.7973635040968,44,23.4500000500002
1964,"Okay. As to the reporting requirements in sections 6055 and 6056, the consequences for failure to comply with those, I believe, would be a penalty under the Internal Revenue Code, which this Court has suggested is a tax for purposes of the Anti-Injunction Act. So how could that theory of standing survive the limitations imposed by the Anti-Injunction Act?",Samuel_A_Alito_Jr,19-840,45,4139.79,4176.39,4140,4176,4.950398432560974,0.13193139622113997,0.0011230954127757387,108.1102658399776,132.33275396903284,140.20166900511882,145.9866916572425,194.21788423592662,59,36.600000000000364
1965,"Counsel, I -- I'd like to understand that a little bit more, your last statement. As I understood the theory you explained earlier of your standing, you say that you assume some people would comply voluntarily with a -- the legal command at issue here, the individual mandate. As I understand it, the -- the CB -- the CBO report predicted that only a small number of people would do that, the exact opposite of what it said in 2009, because of a willingness to comply with law. But you have to take it a step further. You have to prove that those -- that small number would include people who didn't enroll for Medicaid and didn't enroll for CHIPs when it was a legal requirement as a tax, but they would do so now after they're told there's no penalty for it, there's no tax for it. At some point, common sense seems to me would say: Huh? There's only a small number of people who would do it. That small number of people have to include Medicaid and CHIP recipients to affect you as the state at all. And they would, once they're told there's no tax, enroll now, when they didn't enroll when they thought there was a tax. Does that make any sense to you?",Sonia_Sotomayor,19-840,46,4233.44,4330.615,4233,4331,5.528549695271356,0.18073910905499815,0.002492547271918348,179.73069985652097,222.55627686642293,249.81097439559304,282.02769802256034,387.53787886275995,219,97.17500000000018
