,Case,Spkr,Start,End,Speech,BERT-GS_Scores
2334,20-157,Clarence_Thomas_,541.155,561.87," Yes. I mean, well, I mean, he wouldn't know unless he enters the premises. He doesn't have any knowledge of that before. He goes in because, exactly as the Chief said, the neighbors invited her to dinner. She's never late. And he finds that she has actually fallen and broken her hip.
",0.6586322784423828
2335,20-157,Stephen_G_Breyer_,589.18,613.65," I have a factual question and a legal question. My factual question is this: The the police went to the porch and they went inside and they took your client and took him to the hospital, I think, and then they went back and got the guns. How long after they put him in the ambulance or wherever they put him how long afterwards did they get the gun --
",-0.3226313889026642
2336,20-157,Stephen_G_Breyer_,632.29,693.94," Less than five minutes, okay. Thank you. And a a second question is a legal question which I'm having a hard time with. Sure, I think you could apply exigent circumstances. Then I think, wait a minute, there there's so many situations where it's obvious the police should enter. You know, a baby's been crying for five hours, nobody seems to be around. A rat's come out of the house at a time when rats carry serious disease and have to be stopped. A person goes into the house that the police think, but they think the go inside the house and don't know that this person has a serious communicable disease, particularly for older people who happen to live in the house. I mean, we all can think of dozens of instances, and if we call those exigent circumstances, we weaken the exigent circumstances. And if we move to a whole new thing like caretaker, I don't know what we do. So what's your answer to my dilemma legally? Say exigent circumstances, but there's special ones or what? How do we do it?
",0.5093448758125305
2337,20-157,Stephen_G_Breyer_,702.23,721.745," Too narrow, because there are lots of health emergencies. What about, you know, the rats, the baby crying, the old people who don't know they're going to be exposed to deadly viruses, et cetera? We can think of lots of circumstances where it's very reasonable for a policeman to go into the house.
",0.856349527835846
2338,20-157,Stephen_G_Breyer_,744.7,771.06," That was the wrong rats. Try reading The Plague. Try reading something where a rat coming out of a house could give people bubonic plague. I mean, you know, it's easy to invent hypotheticals. Or do we just take this case on a common law basis, make no rule and say this is too much or too little? In Camara, it was a it was a it was a a a long term, it was a different thing. Okay. I'm trying to put my dilemma, and I want your answer.
",0.9348618388175964
2339,20-157,Samuel_A_Alito_Jr_,804.795,877.88," Mr. Dvoretzky, I I think the way in which this case has been presented to us by both sides is most unhelpful because it conflates several separate issues. One is whether a warrant is needed under certain circumstances. I know that's what you want to talk about. I want to put that aside and talk about a a an issue that comes before that, and that is, what are the permissible reasons for a search or seizure and the amount of evidence that a government officer has to have to to conduct the search or seizure? And so what I'd like to do is to try to give you some situations and ask you to tell us as briefly as you possibly can whether a search would be permitted under these circumstances and the amount of information that would be needed for a non-consensual search by some government officer, also putting aside the question of whether it's a police officer or somebody else. So the first one is a person in the house may commit suicide where suicide is not a crime. Is that a permissible reason for a search?
",0.0836719274520874
2340,20-157,Samuel_A_Alito_Jr_,959.525,978.175," All right. Let me go on to a second example. A vulnerable a vulnerable person in the house, for example, a a person with a disability, an elderly person with dementia, a child, may be abused or denied necessary care. Permissible reason, probable cause, reasonable suspicion, something else?
",-0.6878114938735962
2341,20-157,Samuel_A_Alito_Jr_,1005.31,1031.65," Well, a child calls the police and says, I I live I live 500 miles away, my mother has mild dementia, last time I spoke to her she said something was wrong, she's upset, but it was hard to make sense of it, and now, when I call, the caretaker always provides gives me excuses why she can't my mother can't speak on the phone. Can the police do anything?
",0.7186838388442993
2342,20-157,Sonia_Sotomayor_,1056.41,1137.885," Counsel, I'd be hard pressed to think that any judge would not consider the hypothetical pressed by the Chief Justice as justifying a a knock and entry by police officers. You have a neighbor who expects an elderly woman to come visit, a known tipster who comes and tells the police she's never late, and it's now she's really late and there's no answer. I don't see how, under any circumstance, either the emergency aid or emergency doctrine, exigent circumstance doctrine wouldn't permit that search. I I I'm if that's the case, then maybe Justice Breyer is right, but, if I disagree with him and believe that both the emergency aid doctrine and the exigent circumstance doctrines would permit most entries that where there is reasonable cause to believe that someone might be in need, what does that do to your argument?
",0.48151350021362305
2343,20-157,Sonia_Sotomayor_,1173.77,1210.345," I I don't disagree with you, and I think that you could always posit an argument in the middle, and then officers would have qualified immunity. But my point to you is, aren't you trying to break you're right that the community caretaking exception was created because of some of these hypotheticals, but I think, at at the core and I thought that was your argument is that there has to be some sense of imminency, some sense that there's a real problem going on, correct?
",0.9132298827171326
2344,20-157,Sonia_Sotomayor_,1229.87,1249.865," That by the way, that's what I thought of most that's what your brief pointed out, that many of the circumstances that have been looked at previously by other courts under the community care community caretaking exception are covered by either the emergency aid or exigent circumstance doctrines, correct?
",-1.3019391298294067
2345,20-157,Elena_Kagan_,1254.49,1288.385," Mr. Dvoretzky, you mentioned a bit ago the possibility of administrative warrants, and I'd like to explore that a bit. Suppose a locality suppose you were to win this case, and and the locality said, you know, we want to set up a good scheme of of of giving permission for the kinds of welfare checks that we've been doing. What would that scheme look like and how far away would it be from what we think of as the kind of scheme that produces criminal warrants?
",-0.7414295077323914
2346,20-157,Elena_Kagan_,1331.87,1345.135," Suppose a locality said probable cause is is too much, we should we should use a reasonable suspicion standard. Would that be appropriate? As long as it went through a third party, you know, some judge or other state official?
",-0.7277944684028625
2347,20-157,Elena_Kagan_,1371.55,1397.555," And I I guess I'm less interested in the gold standard than in the dividing line between constitutional and not, but but you you also said that these red flag laws were about procuring guns in the hands of of of of people who would do harm to themselves or others. Could you do you think, constitutionally, you could broaden those laws to encompass schemes like the Chief Justice's hypothetical?
",-0.18176484107971191
2348,20-157,Neil_Gorsuch_,1509.79,1529.78," I'll pick up where Justice Kagan left off. Do we need to or should we decide whether exigent circumstances or a community caretaking exception applies to these facts, or do you want us just to resolve the legal question and remand to the First Circuit?
",-1.2908813953399658
2349,20-157,Neil_Gorsuch_,1558.825,1575.03," Okay. And and your your friends on the other side, the Solicitor General's office argues that the Fourth Amendment permits warrantless seizure or home entry that is reasonably necessary to protect health or safety. That's their test. What's wrong with that?
",-0.11847157776355743
2350,20-157,Neil_Gorsuch_,1658.98,1711.735," Okay. Accepting that that that might be the case, counsel, and that pretty much everything can be described as health or safety, right? I mean, what what what does the government do that doesn't involve health or safety? How does it help to have an administrative warrant requirement? I I mean, I understand the common law requires treated the home as an asylum and a castle of defense that was virtually impenetrable, absent some sort of immediate concern about physical injuries, as you describe it in your brief. But, if the government can just get an administrative warrant to come in to test for illness, to check the temperature of the house, whether it's too hot, too cold, maybe to install some energy-saving devices because that helps health or safety, if that's what you're now conceding, what's left of the Fourth Amendment?
",0.14158745110034943
2351,20-157,Neil_Gorsuch_,1718.62,1742.97," I understand that. But the neutral decisionmaker is also employed by the government, in a different branch maybe, maybe not, and state governments can organize themselves how they wish. So it may be an executive officer permitting another executive officer on a showing of, what you said, reasonable suspicion that that the house might be too warm, too cold. Is that is that really a reasonable search or seizure in light of the Fourth Amendment's history and original meaning?
",0.08438907563686371
2352,20-157,Brett_M_Kavanaugh_,1779.33500005,1843.785," I think the circumstances in which this issue are going to matter or two two big circumstances where it's going to matter are older people who fall and suicide, so I want to focus on those two things. The Chief Justice's questions focused on older people who fall, and the statistics on that are quite shocking, as I'm sure you they're huge, and many of us, of course, will, when there's a neighbor who you haven't seen or a parent who lives in a different place, will, instead of barging into the house yourself or calling if the parent lives in a different place, calling a neighbor to barge into the house, break into the house, you'll call the local police officer who you might have a relationship with, particularly in smaller towns and communities, and ask them to check in. When can you do that consistent with the Fourth Amendment?
",0.6158555150032043
2353,20-157,Brett_M_Kavanaugh_,1860.92,1873.965," Okay. Let's let's break that down. You haven't seen the person in a few hours, or you always talk to your parent in Florida on Sunday night and and they weren't there, so, on Monday, you call the police. What happens?
",-0.10534325987100601
2354,20-157,Brett_M_Kavanaugh_,1905.56,1920.46," going to be perfect information. It's going to be a neighbor who cares about another neighbor and hasn't seen them, or a parent, and what I'm worried about is, obviously, the longer you're in the house and no one comes to get you, you're more likely to die from the fall.
",1.1488341093063354
2355,20-157,Brett_M_Kavanaugh_,1948.97,1985.69000005," every every day on average, every single day on average, there are 65 suicides by gunshot in the United States on average every day, okay? And police officers are critical in, when a neighbor, when a family member, as in this instance, can help prevent that. And so why under the facts maybe Justice Breyer's question, why under the facts here isn't preventing suicide when a spouse says that I am fearful that my spouse will commit suicide, that's not good enough?
",0.3761974275112152
2356,20-157,Brett_M_Kavanaugh_,2010.32,2027.56," But police officers in the moment in the moment don't have time to do all this. They're faced with a spouse, they're reacting to a situation, and you know what, if they say, you know what, that's not enough, and then the person commits suicide, you know, that's not a good result. And that's what --
",1.062868356704712
2357,20-157,Brett_M_Kavanaugh_,2028.04,2042.605," and that's what your position unfortunately, the starkest form of your position will lead to officers backing away from going into houses when old people have fallen or there's concern about that or when there's a risk of suicide.
",0.8627634048461914
2358,20-157,Amy_Coney_Barrett_,2072.715,2131.385," I I have a question. You know, you're talking about finding a neutral decisionmaker, and you're and, you know, you cite the line in your brief about police being engaged in the often competitive enterprise of ferreting out crime. What if, you know and and some communities are doing that because sometimes mental health checks don't go so well and people end up getting hurt or the police, after someone who's mentally ill pulls a gun on the police or a knife, things go very poorly and sometimes the person who is the subject of the welfare check winds up being hurt or killed. So some some communities are creating a situation where social workers go in. Would that be reasonable? Do you need to have an administrative scheme or an administrative warrant or something like that? What if it's not the police who go in, but it's a community that has a system where you call a social worker if there's going to be a welfare check and the social worker goes in in the kind of situation that Justice Kavanaugh is describing?
",0.2289671003818512
2359,20-157,Amy_Coney_Barrett_,2163.11,2194.4," No, no, no. If there are exigent circumstances, then the police can decide if there are exigent circumstances, and that's covered by our precedent. I guess I'm asking you whether it affects the reasonableness calculus if you have the kind of neutral person that you're positing would be appropriately involved in an administrative warrant scheme, if that kind of person shows up and says, yes, there's an old person who's been in there, and rather than having the police go in, the social worker's going to go in to check on the elderly parent in Florida who hasn't been heard from. Not exigent circumstances.
",0.500182569026947
2360,20-157,Amy_Coney_Barrett_,2205.43,2222.87," Okay, but not exigent circumstances. So you're so I think the answer to my question you're you're answering my question by saying no, the same standard would apply to social workers. And that's fine, that's consistent. But you're saying exigent exigent circumstances are nothing, no matter which government official is making that judgment?
",-0.0016417060978710651
2361,20-157,Amy_Coney_Barrett_,2236.54,2266.26," Okay. Then let me ask you about the kinds of administrative schemes that you're imagining. It it sounds odd to my ears to talk about probable cause to think that someone would benefit from help, right? We've used the probable cause requirement to talk about probable cause to believe that a crime has been committed. Are there circumstances where probable cause or reasonable position reasonable suspicion, those sorts of standards, have been used outside of the investigative context when we're talking about crime?
",-0.029744140803813934
2362,20-157,Amy_Coney_Barrett_,2284.12,2303.165," Well, housing code violations sound different to me. You know, you have probable cause to believe that there's been some sort of violation, even if it's not criminal. It sounds odd to me to apply that probable cause standard to the kinds of situations that the Chief Justice or Justice Kavanaugh were positing, where you have an elderly person who needs help. There's no violation.
",0.8172508478164673
2363,20-157,John_G_Roberts_Jr_,2515.39,2537.915," Let's suppose, Mr. Desisto, that police get a call from a from a neighbor who says, you know, the Johnsons are away, I I know they're not here, and they've got this fence around their backyard, it's it's locked, but there's a cat up in the tree. Can you can you come and help, you know, get the cat down? Is that community caretaking?
",-0.08948457986116409
2364,20-157,John_G_Roberts_Jr_,2565.21,2589.055," Well, at common law and under our cases, the interests protected by the Fourth Amendment, I think, are a little more significant than that. And, you know, the backyard surrounded by a locked fence is is entitled to protection as well. You know, a mere cat caught in a tree, I mean, you leave it there for a while, it'll probably come down on its own.
",0.5269024968147278
2365,20-157,Clarence_Thomas_,2624.73,2658.1," Thank you, Mr. Chief Justice. Counsel, would you when I look back at the cases that led to this and then that Cady relied on, they were all cases involving impounded or wrecked cars. How did we get from that to to this case, where the no warrant is required to enter a private home as opposed to searching an impounded car?
",-1.5850023031234741
2366,20-157,Clarence_Thomas_,2693.78,2754.71," Well, that you know, that's I I don't want to I'm sorry for cutting you off, but just this point. Here's my point, that in Cady, Chief Justice Rehnquist first posits that there is a warrant requirement, and we normally say that the Fourth Amendment standard, when it comes to the home requirements of the Fourth Amendment are met with a warrant when it comes to the home. But he says this sentence, he writes this sentence: ""One class of cases which constitutes at least at least a partial exception to this general rule is automobile searches."" That sounds to me as though that's an exception to the general requirement for a warrant. And and I'm trying to figure out how you got from this case to the general case, to the case that he said to the general rule. You got from the exception to the general rule, and I don't understand how we did that.
",0.2104020118713379
2367,20-157,Stephen_G_Breyer_,2805.535,2903.67," My question my problem is that if you take a caretaker exception and read that into the word ""reasonable,"" there's no stopping. We don't know how far we'll go. But, if you are absolute, you may cause a different problem. So we're looking for subsidiary standards. Camara says you need a warrant for administrative searches, but it uses words like ""normally"" and so forth, so there's some wiggle room there. What about would you what would you think of the standard that Rhode Island wrote into its law? That you'd write we'd write a case that has to do with suicide threats, period. The American Psychological Association says you must take those threats seriously. That's what we're writing about, the common law approach, this case. Rhode Island says any police officer they wrote this statute after this case began any police officer can take an individual into protective custody and so forth if the officer has reason to believe he is in need of immediate care and treatment and there would be a risk of serious harm by reason of mental disability if he's allowed liberty. What about that? If the officer has reason to believe that there is a an imminent likelihood of serious harm by reason of mental disability. Suppose we said, well, for this case, that is a reasonable standard.
",0.29706117510795593
2368,20-157,Stephen_G_Breyer_,2961.74,2982.78," Well, the question before the Court is caretaker. We say no. That exception is an automobile exception, that's what we said, but that doesn't mean there's no exception. There are emergencies, et cetera, and as applied to a person who's a suicide threat, Rhode Island's law does come up with a reasonable standard that we think does not violate the the Fourth Amendment.
",0.4022442102432251
2369,20-157,Samuel_A_Alito_Jr_,3010.48,3061.415," Counsel, one of the things that is troubling to a lot of people about the caretaking exception is that it doesn't seem to have any clear boundaries. And when you tell us that it can include getting a cat down from a tree, that fortifies that concern. So can we narrow this down? Let's talk about the reasons why a search may be conducted or a seizure may be conducted, and, again, putting aside the issue of a warrant, can we narrow it down to preventing life-threatening injury or serious injury or some definable quantity of property damage? Do you think it's possible to give it some structure in any of those ways?
",0.1521461457014084
2370,20-157,Samuel_A_Alito_Jr_,3132.28,3149.36," Well, it's a calculation of probability, but it's a you know, it's not a it's not an overwhelming requirement, but it's a pretty substantial requirement. ""Reasonable suspicion"" has a clear meaning. It could be applied in a lot of different contexts. Is that what you're advocating?
",0.0412367507815361
2371,20-157,Sonia_Sotomayor_,3173.285,3306.155," Counsel, I think that Justice Alito hit the nail on the head, because I've read the decisions of other circuits. They seem all to have different factors that make up community caretaking, and I'm actually not sure what it means. But I am concerned deeply about the First Circuit's claim that there is no requirement that officers must select the least intrusive means of fulfilling care community caretaking responsibilities. I think what everyone has forgotten here is that, at least in this situation, there was no immediate danger to the person threatening suicide and no immediate danger to the wife because the suicide person was removed to a hospital. And so the issue is, can the police, notwithstanding that and notwithstanding the ability to ask the wife whether she would consent to giving up the gun and ammunition, that they decided on their own to go in and seize the gun. That appears to me to take away from any of the limiting principles that Justice Alito put forth, yes, some some whether you call it reasonable suspicion, some some suspicion, whatever adjective you put there, there was no immediate danger, there were a readily accessible alternative that was ignored, and you're putting into the hands of law enforcement the ability to use their judgment as opposed to that of the psychiatrists who were treating this man, they certainly could have asked the psychiatrists whether they should remove the guns or not. They didn't do anything. Tell me, what's the limiting principles?
",0.7313550710678101
2372,20-157,Sonia_Sotomayor_,3307.21,3330.3," Or how how serious does the threat have to be? How much judgment do the police officers have to be how do we limit them from substituting their own? Could they have gone into the house and taken not just the gun but any bat, knife, anything else that in their judgment this man could have used to commit suicide?
",-0.569665253162384
2373,20-157,Elena_Kagan_,3389.835,3420.32," Mr. Desisto, I I would think that if the police have some good reason to think that a person is going to use a gun or other weapon to take his own life or to take to take his own life or to take the life of a spouse or other family member, that would count as reason enough for the police to proceed. In other words, it is an exigent circumstances or you can say it falls within the exception that we've set up for emergency aid. So why didn't you make that argument?
",0.2743745446205139
2374,20-157,Elena_Kagan_,3490.31,3522.44," Yeah. No, I mean, I guess I understand why that would seem like community caretaking. That sounds like a phrase that covers a lot of stuff. But, as Justice Thomas says, we really have only used that phrase with respect to automobile inventories, inventory searches, and you said, well, the Fourth Amendment has only one test, but I kind of think, if there's any one principle of the Fourth Amendment law that this Court has created, it's that the home is special and that the automobile is distinctly not.
",0.6834982633590698
2375,20-157,Neil_Gorsuch_,3548.78,3584.725," Mr. Desisto, at common law at least, you know, when we look we often look to common law when we're interpreting the Fourth Amendment, its reasonableness requirement, what did it mean then, people could, of course, trespass on property in aid of a public or private necessity, what we today call exigent circumstances. I'm unable to locate any common law authority privileging a trespass absent exigent something like exigent circumstances. Have you been able to locate anything in the common law that comes close to what you're asking for here?
",-0.28043332695961
2376,20-157,Neil_Gorsuch_,3609.96,3650.585," Okay. If the if the original meaning and history doesn't help, let let let me ask you why I'm kind of following up on Justice Kagan real quickly here. I would have thought that cases of of threatened violence against oneself or others or the prospect that someone is lying, having fallen in a home, would count as exigent circumstances in the vast majority of cases, and it's only when there's a long time delay that that's going to become a problem. So why why why doesn't the exigent circumstances bucket take care of the practical concerns that have been voiced here today?
",0.4503004550933838
2377,20-157,Brett_M_Kavanaugh_,3682.565,3728.14," Thank you. And good morning, Mr. Desisto. Picking up right there on Justice Gorsuch's question does make this seem, as I think the amicus brief from the states, written by the Utah solicitor general, says that this case is before the Court, as the brief says, ""partly because of a confusion in nomenclature."" And then that amicus brief also says ""although mislabeled a community caretaking warrant exception, the First Circuit effectively applied Brigham City's emergency aid standard."" And I'm wondering if we're just here because of a a confusion about labeling, as that brief says. Can you respond to that?
",-0.37512117624282837
2378,20-157,Amy_Coney_Barrett_,3793.68,3823.045," Good morning, Mr. Desisto. So you told Justice Gorsuch that your best example at common law of something like this was that for the tort of trespass, if you entered property because of necessity, there was no liability. And is it really the case that, say, I'm a neighbor and I go into Mr. Caniglia's home because, you know, I understand the wife is concerned about the presence of the guns still in the house, and I take the guns and then take them back to my house, that I'm not liable either for trespass or conversion?
",0.16220542788505554
2379,20-157,Amy_Coney_Barrett_,3855.54,3878.88," Okay. And then let's talk about how far this exception might go because, obviously, there's a lot of concern about it being an umbrella for a lot of sorts lots of different things. Let's say that in a town with a high rate of COVID infections, police look through the window and they can see a lot of people gathered together that are not wearing masks. Can they enter?
",-0.18762259185314178
2380,20-157,Amy_Coney_Barrett_,3890.45,3901.66," No, that wasn't part of my hypothetical. No criminal you know, it's just that there's there's no crime, you know, that say that there's a mask ordinance that carries no penalty. People are told to wear masks, but there's no penalty for it.
",0.9629627466201782
2381,20-157,Clarence_Thomas_,4177.015,4232.2," Thank you, Mr. Chief Justice. Counsel, as well meaning as these checks may be, there's always going to be someone who does not want the government's help or doesn't want the intrusion. Normally, when we look at these things under the Fourth Amendment, we do look for some common law historical historic historical analogue, and, here, it seems as though there is none. Could you give us something to look to for the appropriate test? You've given us a number of tests, what you suggest should be the tests, but, normally, we look for some analogue. What would be your best example?
",-0.13100366294384003
2382,20-157,Clarence_Thomas_,4278.14,4297.81," But it seems as though what you just gave me as an as as as analogues would fit under some of our current exceptions, exigent circumstances, emergencies, things of that sort, and I don't know why we would need another category to cover those examples.
",0.08705515414476395
2383,20-157,Stephen_G_Breyer_,4338.33,4404.02999995," I I'd like to know what you would think, if you accept at least hypothetically that if you just say community caretaking, we can't foresee how broad that might be. And if you use the present words that attach to emergency or exigent circumstances, they might in this situation be too narrow. But suppose we were what would you think, what would the government think, of simply taking this case as a common law case it does involve threats of suicide; they are serious and saying the Rhode Island's legislature has this is a Rhode Island case has has enacted subsequently a statute that we believe has a constitutional standard that allows the officers to take this individual into protective custody if the officer has reason to believe that there's a risk of imminent likelihood of serious harm by reason of mental disability?
",0.1589345932006836
2384,20-157,Stephen_G_Breyer_,4416.54,4451," I mean, I don't know how to do it because, obviously, a month is ridiculous. A second is too short. So you tell me, what is it that we should say? How do you define the word ""imminent""? Often Judge, I know less about this than psychologists and psychiatrists, who say that any utterance of the words ""threatening suicide"" should be taken very seriously. I'm not an expert, but I would think laws should take it seriously. What do you want to say?
",1.4182682037353516
2385,20-157,Samuel_A_Alito_Jr_,4481.605,4508.99," How far can we go in giving a little bit more substance to what's been labeled community caretaking? Maybe what you've said so far does give it some substance. So if you I believe you you said it at least encompasses a situation where the the objective is to prevent life-threat life-threatening or serious physical injury, right? That would be a first step?
",-0.3829745054244995
2386,20-157,Samuel_A_Alito_Jr_,4559.215,4576.795," Well, in the case of the the risk of suicide, do you think it's sufficient if someone says, my friend said she was so distraught she was going to jump out the window, and then they questioned that person and the person says, oh, it's just a joke?
",0.28128504753112793
2387,20-157,Sonia_Sotomayor_,4621.36,4751.045," Counsel, one of the reasons I think the Fourth Amendment was there was to make persons and I'm quoting its own language roughly to secure persons in their home. That's the language of the Fourth Amendment. And it seems to me that I don't have a problem with them having removed this gentleman and taken him to the hospital. That's a seizure, because they had reason to believe that he was threatening suicide. And even though 12 hours had passed, the wife was still concerned, and he admitted to the threat by calling it a joke. I don't think police officers have to take his description at face value given the circumstances described. So seizing him and taking him to the home would seem to me to psychiatric examination as very much an exigent circumstance. Missing here, as I've pointed out to your colleague, is the next step, which is going into the home without attempt to secure consent from the wife and seizing the gun and then keeping it indefinitely until a lawsuit is filed. The wife tried to get it back. He tried to get it back. Weeks and weeks went by. When we permit police to search and seize without some standard, we run the risk of situations like this one repeating themselves. So can you concentrate on the exigency with respect to the second seizure at issue? My colleagues seem concerned with the first one, preventing the suicide, which has to do with seizing the individual or even going in to care for the individual. I'm talking about a second seizure and --
",1.2512602806091309
2388,20-157,Elena_Kagan_,4805.06999995,4828.41," Ms. Ratner, can I ask you about a few of the community care cases in the lower courts and ask what you think of them? Rohrig, first, there's a lot of noise coming from one house. The officer knocks. Nobody comes to the door. The neighbors are complaining, but there doesn't it's not it doesn't rise to the level of a crime. Can the officer go in?
",-0.9222395420074463
2389,20-157,Elena_Kagan_,4854.49,4872.805," Okay. How about Quezada? The officer there goes to a home. I think that the officer is trying to leave a child protective order or something like that, but what the officer finds is that the lights are on inside and there's a TV on. Can the officer go in?
",-0.8533962965011597
2390,20-157,Elena_Kagan_,4881.47,4897.505," Okay. How about McDonald? The the house owner goes to a store, leaves his door partially ajar. The neighbor sees the open door, calls the police. Police officer arrives, doesn't receive a reply because there is, in fact, nobody there. Can he search the house?
",-0.7120048999786377
2391,20-157,Neil_Gorsuch_,4956.115,4968.68," Good morning, Ms. Ratner. Let me see if I understand what what you said this morning because it differs a little bit from my reading of your brief. You you agree we should look to the common law to inform our understanding of the Fourth Amendment's reasonableness test?
",-1.1123721599578857
2392,20-157,Neil_Gorsuch_,5070.07,5086.685," Okay. Okay. And if if that's all true, why why why doesn't that more naturally fit under an exigent circumstances test rather than a community caretaking exception that started in Cady, had to do with cars, and now mostly has to do with nuisances?
",-0.22109030187129974
2393,20-157,Brett_M_Kavanaugh_,5162.015,5194.085," And then, on the common law, I think there's an interesting question as to the as to the original meaning of the term ""reasonable,"" ""unreasonable,"" as distinct from the terms ""search"" and ""seizure."" But put that aside. We don't we certainly don't ignore the common law even as to the term ""reasonable."" So, if we're writing an opinion here and it goes along the lines of the rule that you're proposing, how would we write the following sentence or paragraph? Our proposed rule is consistent with common law because you can fill in the blank with the rest of your time.
",0.0322742760181427
2394,20-157,Amy_Coney_Barrett_,5267.965,5280.4," And so, to be clear about your argument, you're saying that you would be then okay if the rule that we articulated, if we sided with you, didn't include the ability to seize guns or other things found in the home?
",-0.36087238788604736
2395,20-157,John_G_Roberts_Jr_,5442.635,5504.26," Thank you, counsel. Mr. Dvoretzky, we afforded your friends on the other side more time than anticipated, so why don't you take up up to 10 additional minutes for further questions or points you might like to make. I I'd like and and during that time, my colleagues, of course, are free to ask additional questions. And I'd like to start by asking you whether you're concerned that this reliance on a lot of your your answer in a lot of these situations was that, well, that's an exigent circumstance or that's an emergency aid. Why why shouldn't we be concerned that doing that will dilute the limits on those exceptions, as opposed to having a more carefully defined exception for situations that aren't really that exigent or aren't really that much of an emergency?
",-0.11327331513166428
2396,20-157,Elena_Kagan_,5601.12,5646.86," Well, Mr. Dvoretzky this is just Elena Kagan if you know, if you think about what the SG said today as opposed to some of the statements in the SG brief, as I understood Ms. Ratner, she said, well, we don't care about the label and we can call it exigent circumstance; the only thing we care about and she said it has to be a current ongoing crisis. The only thing we care about is that no court should think it has to be in the it has to be really immediate or in the space of time with which to get a warrant because, after all, a lot of places, there's no place to get a warrant in in in circumstances like these. So what would be wrong with that?
",0.38229310512542725
2397,20-157,Brett_M_Kavanaugh_,5816.97,5845.02," counsel, on the on the question of suicide, how how is an officer supposed to determine how immediate the person might commit suicide, at risk is, assuming that the officer has gotten some articulable suspicion provided by someone else that a person's suicidal? How are they supposed to determine it's going to happen now, might happen tonight? How is the officer supposed to figure that out?
",-1.2624980211257935
2398,20-157,Brett_M_Kavanaugh_,5885.99,5913.045," these formulas are great, but, you know, officers have to make a split-second decision like they don't have time to figure this out by consulting mental health professionals. They've been told they've been told under the hypothetical that the person is suicidal. It's not the drunk driving example. It's not it's suicidal. And and you want them to hesitate, and I'm I really question that.
",1.1334242820739746
2399,20-157,Sonia_Sotomayor_,5947.88,5991.81999995," Counsel, this is Justice Sotomayor. That seems to me going too far, all right? Let's be realistic. This is like Justice the Chief Justice's question about the lady who doesn't come out of her home. I do understand the the difference between this the wellness check and what the common law permitted you to do and the seizing of guns from the home, where the person's no longer there or a suicide threat. There's a big difference between the two. Why can't you see the difference? Why can't your rule articulate that difference in a more reasonable way?
",0.9729671478271484
2400,19-438,John_G_Roberts_Jr_,124.735,218.9," Counsel, I I think your friend on the other side might agree that it doesn't matter so much whether it's factual or legal at least that's not the underlying reason that you have this this distinction between ACCA and the immigration statute. Under ACCA, the government has the burden of showing that the increased sentence is warranted, so it has to carry the burden of looking to the least elements approach. But it's different when you're seeking the benefit of removal under the immigration case. There, the person who's seeking has the burden of that benefit is your client, and, therefore, you have the burden of showing the most elements approach for the prior conviction. Why isn't it simply the different burdens under ACCA and the immigration statute that account for the fact that in one case the different burden of going forward? Whether you're seeking a greater sentence or seeking the benefit of removal, why doesn't that simply account for the allocation of the burden of proof? And it's just incidental that in your case, you have a factual question of whether or not subsection (c) was the section of conviction or not?
",-0.21912693977355957
2401,19-438,Clarence_Thomas_,284.07,305.93," Counsel, I'm just a little confused. I'd like you to help me. Normally, when we have these cases, say, under ACCA, we are comparing a known crime of conviction to the generic, say, for example, burglary definition. Do you agree with that?
",-0.15883302688598633
2402,19-438,Clarence_Thomas_,339.695,366.925," But, here, you know, there seemed to be an underlying current that it's somewhat unfair to ask the Petitioner here to say what he had just been convicted of in the state courts. Could you explain why you think that would be unfair? It seemed as though that if I were just convicted of a crime, I would know what it was.
",0.5021370649337769
2403,19-438,Clarence_Thomas_,417.43,438.085," Could you explain once more why I understand why in the criminal cases this would be the government's burden, because of the, you know, beyond a reasonable doubt. But this is in a civil context. Why is it that the this is not the Petitioner's burden?
",-0.47053566575050354
2404,19-438,Samuel_A_Alito_Jr_,516.24,557.43500005," All right. So let me give you a very simple way of looking at this case, and you can tell me why this is wrong. Whether or not a person was convicted of a particular crime is a question of fact. There's nothing that prevents if that fact has to be proven, there's nothing that prevents Congress in a civil case like this from saying the burden of proof on that fact is on one party or the other party. And, here, it's placed it on the person seeking cancellation of removal. Is there any obstacle, constitutional obstacle, to Congress doing that?
",0.24875961244106293
2405,19-438,Samuel_A_Alito_Jr_,608.6,691.105," Well, where did this what what you call the presumption of the least of the acts criminalized come from? It it came from the categorical and modified categorical approaches. They are called categorical because they are making a categorical determination. And take the example of burglary, which has been central to our cases in this area. So you have somebody who's convicted of burglary under, let's say, California law, and the question is whether that is a conviction for generic burglary. It it is a it is a determination about an entire category of cases; that is, all of the cases prosecuted and convicted under the California burglary statute. And it is in that situation where the court asks looks to the least of the acts criminalized. It asks what is the least thing that could get somebody convicted of burglary in California. Would that constitute generic burglary? If the answer to that is no, then it flunks under the categorical test. But what's involved here is not categorical at all. It is the determination of a question of fact, was your client convicted under subsection (c) or was he not convicted under subsection (c)?
",-0.45029115676879883
